0.48785,0.63049,0.61981,0.60452,0.41545,0.7302,0.75955,0,0.51911,0.57964,0.14563,0.78482,0.40325,0.69574,0.75955,1,0.40546,0.57775,0.61981,0.60452,0.41545,0.7302,0.75955,0,0.46867,0.55337,0.14832,0.78584,0.40325,0.69574,0.75955,1
0.48072,0.60039,0.59793,0.5478,0.41089,0.71438,0.75955,1,0.29897,0.45038,0.18453,0.72916,0.406,0.68349,0.75955,1,0.32709,0.44824,0.59793,0.5478,0.41089,0.71438,0.75955,1,0.25215,0.36565,0.19502,0.69974,0.406,0.68349,0.75955,1
0.50304,0.59673,0.57059,0.56215,0.41,0.71908,0.75955,1,0.56053,0.68758,0.13584,0.83154,0.40367,0.66474,0.75955,1,0.47817,0.57991,0.57059,0.56215,0.41,0.71908,0.75955,1,0.54622,0.68337,0.13661,0.82185,0.40367,0.66474,0.75955,1
0.6636,0.74245,0.61275,0.70436,0.41033,0.71947,0.75955,0,0.62915,0.82969,0.13922,0.81752,0.40143,0.68905,0.75955,1,0.64227,0.73474,0.61275,0.70436,0.41033,0.71947,0.75955,0,0.61533,0.82489,0.13947,0.81563,0.40143,0.68905,0.75955,1
0.33126,0.17869,0.66308,0.40624,0.42755,0.72057,0.75955,1,0.3962,0.27296,0.19084,0.64868,0.39886,0.69805,0.75955,1,0.31494,0.15181,0.66308,0.40624,0.42755,0.72057,0.75955,1,0.39049,0.25867,0.19049,0.64968,0.39886,0.69805,0.75955,1
0.95714,0.75358,0.54392,0.75947,0.40962,0.72009,0.75955,1,0.63669,0.86405,0.17434,0.74869,0.39837,0.72121,0.75955,1,0.8476,0.73772,0.54392,0.75947,0.40962,0.72009,0.75955,1,0.60302,0.83335,0.1725,0.78233,0.39837,0.72121,0.75955,1
0.80741,0.65525,0.38787,0.73716,0.40959,0.71962,0.75955,1,0.89238,0.79398,0.16708,0.88111,0.40003,0.6933,0.75955,0,0.76711,0.64971,0.38787,0.73716,0.40959,0.71962,0.75955,1,0.88294,0.79283,0.16701,0.88058,0.40003,0.6933,0.75955,0
0.60989,0.71804,0.63679,0.68031,0.40457,0.70166,0.75955,1,0.53427,0.5484,0.15375,0.79675,0.41304,0.69255,0.75955,1,0.59031,0.70847,0.63679,0.68031,0.40457,0.70166,0.75955,1,0.52297,0.54246,0.1567,0.79598,0.41304,0.69255,0.75955,1
0.14308,0.25999,0.82728,0.63486,0.41275,0.72917,0.75955,0,0.24152,0.39092,0.2106,0.76459,0.38347,0.78806,0.75955,0,0.12093,0.19502,0.82728,0.63486,0.41275,0.72917,0.75955,0,0.21498,0.37498,0.18705,0.94387,0.38347,0.78806,0.75955,0
0.18776,0.29201,0.75143,0.48944,0.40964,0.72009,0.75955,1,0.2693,0.30773,0.16875,0.7095,0.40035,0.69495,0.75955,1,0.17803,0.27052,0.75143,0.48944,0.40964,0.72009,0.75955,1,0.26012,0.29686,0.16875,0.7095,0.40035,0.69495,0.75955,1
0.16977,0.17809,0.80095,0.5101,0.40962,0.72009,0.75955,1,0.61859,0.71425,0.1406,0.73532,0.40036,0.69492,0.75955,1,0.15949,0.1379,0.80095,0.5101,0.40962,0.72009,0.75955,1,0.59135,0.69544,0.1406,0.7353,0.40036,0.69492,0.75955,1
0.57002,0.67313,0.58206,0.58479,0.4105,0.71919,0.75955,1,0.60033,0.70663,0.14781,0.78527,0.39564,0.67609,0.75955,1,0.50558,0.62308,0.58206,0.58479,0.4105,0.71919,0.75955,1,0.56211,0.68537,0.14452,0.76711,0.39564,0.67609,0.75955,1
0.5043,0.63831,0.54815,0.65639,0.40965,0.72008,0.75955,0,0.16719,0.4101,0.1962,0.70395,0.42303,0.66182,0.75955,1,0.47749,0.62762,0.54815,0.65639,0.40965,0.72008,0.75955,0,0.16277,0.39861,0.20147,0.69332,0.42303,0.66182,0.75955,1
0.80609,0.73279,0.58464,0.75321,0.60102,0.3865,0.75955,1,0.82758,0.81753,0.15156,0.85109,0.39111,0.69416,0.75955,0,0.76776,0.71544,0.58464,0.75321,0.60102,0.3865,0.75955,1,0.80313,0.81184,0.14726,0.85059,0.39111,0.69416,0.75955,0
0.41315,0.56939,0.56585,0.54421,0.42176,0.70763,0.75955,1,0.36206,0.51737,0.16452,0.73493,0.41566,0.6754,0.75955,1,0.36512,0.53221,0.56585,0.54421,0.42176,0.70763,0.75955,1,0.3435,0.4978,0.17163,0.72238,0.41566,0.6754,0.75955,0
0.44101,0.49793,0.6492,0.57707,0.41728,0.71144,0.75955,1,0.45941,0.48526,0.1548,0.71188,0.40068,0.69561,0.75955,1,0.37145,0.43134,0.6492,0.57707,0.41728,0.71144,0.75955,1,0.41401,0.44241,0.1551,0.71273,0.40068,0.69561,0.75955,1
